Estimations_SA1_h8_R100_  1,Estimations_SA1_h8_R100_  2,Estimations_SA1_h8_R100_  3,Estimations_SA1_h8_R100_  4,Estimations_SA1_h8_R100_  5,Estimations_SA1_h8_R100_  6,Estimations_SA1_h8_R100_  7,Estimations_SA1_h8_R100_  8,Estimations_SA1_h8_R100_  9,Estimations_SA1_h8_R100_ 10,Estimations_SA1_h8_R100_ 11,Estimations_SA1_h8_R100_ 12,Estimations_SA1_h8_R100_ 13,Estimations_SA1_h8_R100_ 14,Estimations_SA1_h8_R100_ 15,Estimations_SA1_h8_R100_ 16,Estimations_SA1_h8_R100_ 17,Estimations_SA1_h8_R100_ 18,Estimations_SA1_h8_R100_ 19,Estimations_SA1_h8_R100_ 20,Estimations_SA1_h8_R100_ 21,Estimations_SA1_h8_R100_ 22,Estimations_SA1_h8_R100_ 23,Estimations_SA1_h8_R100_ 24,Estimations_SA1_h8_R100_ 25,Estimations_SA1_h8_R100_ 26,Estimations_SA1_h8_R100_ 27,Estimations_SA1_h8_R100_ 28,Estimations_SA1_h8_R100_ 29,Estimations_SA1_h8_R100_ 30,Estimations_SA1_h8_R100_ 31,Estimations_SA1_h8_R100_ 32,Estimations_SA1_h8_R100_ 33,Estimations_SA1_h8_R100_ 34,Estimations_SA1_h8_R100_ 35,Estimations_SA1_h8_R100_ 36,Estimations_SA1_h8_R100_ 37,Estimations_SA1_h8_R100_ 38,Estimations_SA1_h8_R100_ 39,Estimations_SA1_h8_R100_ 40,Estimations_SA1_h8_R100_ 41,Estimations_SA1_h8_R100_ 42,Estimations_SA1_h8_R100_ 43,Estimations_SA1_h8_R100_ 44,Estimations_SA1_h8_R100_ 45,Estimations_SA1_h8_R100_ 46,Estimations_SA1_h8_R100_ 47,Estimations_SA1_h8_R100_ 48,Estimations_SA1_h8_R100_ 49,Estimations_SA1_h8_R100_ 50,Estimations_SA1_h8_R100_ 51,Estimations_SA1_h8_R100_ 52,Estimations_SA1_h8_R100_ 53,Estimations_SA1_h8_R100_ 54,Estimations_SA1_h8_R100_ 55,Estimations_SA1_h8_R100_ 56,Estimations_SA1_h8_R100_ 57,Estimations_SA1_h8_R100_ 58,Estimations_SA1_h8_R100_ 59,Estimations_SA1_h8_R100_ 60,Estimations_SA1_h8_R100_ 61,Estimations_SA1_h8_R100_ 62,Estimations_SA1_h8_R100_ 63,Estimations_SA1_h8_R100_ 64,Estimations_SA1_h8_R100_ 65,Estimations_SA1_h8_R100_ 66,Estimations_SA1_h8_R100_ 67,Estimations_SA1_h8_R100_ 68,Estimations_SA1_h8_R100_ 69,Estimations_SA1_h8_R100_ 70,Estimations_SA1_h8_R100_ 71,Estimations_SA1_h8_R100_ 72,Estimations_SA1_h8_R100_ 73,Estimations_SA1_h8_R100_ 74,Estimations_SA1_h8_R100_ 75,Estimations_SA1_h8_R100_ 76,Estimations_SA1_h8_R100_ 77,Estimations_SA1_h8_R100_ 78,Estimations_SA1_h8_R100_ 79,Estimations_SA1_h8_R100_ 80,Estimations_SA1_h8_R100_ 81,Estimations_SA1_h8_R100_ 82,Estimations_SA1_h8_R100_ 83,Estimations_SA1_h8_R100_ 84,Estimations_SA1_h8_R100_ 85,Estimations_SA1_h8_R100_ 86,Estimations_SA1_h8_R100_ 87,Estimations_SA1_h8_R100_ 88,Estimations_SA1_h8_R100_ 89,Estimations_SA1_h8_R100_ 90,Estimations_SA1_h8_R100_ 91,Estimations_SA1_h8_R100_ 92,Estimations_SA1_h8_R100_ 93,Estimations_SA1_h8_R100_ 94,Estimations_SA1_h8_R100_ 95,Estimations_SA1_h8_R100_ 96,Estimations_SA1_h8_R100_ 97,Estimations_SA1_h8_R100_ 98,Estimations_SA1_h8_R100_ 99,Estimations_SA1_h8_R100_100,Estimations_SA1_h8_R100_101
16338,14128,15810,14804,14113,16072,13823,16977,16726,15098,15468,17710,14509,16179,15789,14494,15033,15305,15932,14724,14825,14925,16295,14447,15655,18458,17859,16770,15971,14885,14615,14377,14684,14285,16897,15341,15545,16515,16726,15781,15656,16371,16488,16161,14908,15331,16337,15770,16239,14547,17358,13041,15661,16421,15994,14729,14937,16350,14255,14638,15242,15192,13507,16677,15791,16754,16100,15639,16738,15190,20008,15135,13021,13908,17197,17405,14722,14721,14876,14582,14433,15557,15781,14275,14804,16805,14910,16228,14237,15415,17024,14022,15818,15284,14481,14907,15358,15136,15604,14920,16355
16349,14267,15845,14908,14194,16098,13827,16988,16827,15177,15595,17719,14567,16235,15990,14564,15131,15385,15939,14779,14877,14978,16351,14536,15719,18645,17907,16853,16022,14896,14630,14421,14833,14380,16920,15524,15571,16600,16876,16152,15677,16482,16511,16184,14928,15339,16476,15849,16239,14577,17514,13100,15757,16449,16010,14782,14941,16362,14423,14743,15244,15315,13558,16710,15856,16803,16271,15735,16803,15214,20030,15280,13041,14021,17324,17496,14789,14802,14900,14644,14453,15631,15838,14276,14825,16816,14950,16274,14286,15495,17086,14092,15910,15407,14534,14931,15402,15149,15696,15042,16459
16352,14446,15888,14958,14306,16121,13858,17015,16937,15264,15757,17746,14605,16260,16160,14573,15227,15484,15992,14815,14924,15006,16383,14617,15724,18792,17940,16955,16126,14905,14640,14456,14981,14468,16996,15671,15590,16674,17007,16304,15762,16561,16554,16410,14971,15382,16633,15934,16264,14598,17678,13219,15828,16464,16061,14821,14947,16414,14558,14837,15270,15427,13894,16783,15880,16823,16436,15821,16933,15254,20039,15367,13100,14083,17494,17584,14891,14872,14912,14669,14456,15654,15850,14357,14915,16833,14959,16316,14301,15507,17132,14117,15976,15565,14611,14953,15405,15206,15785,15087,16577
16401,14530,15900,14969,14339,16134,13883,17093,17075,15332,15844,17749,14653,16280,16246,14605,15371,15545,16033,14882,14934,15023,16444,14631,15728,18927,17969,17099,16211,14909,14641,14503,15067,14469,17036,15736,15706,16733,17093,16503,15866,16563,16576,16642,14976,15394,16788,15983,16286,14651,17865,13268,15894,16522,16080,14922,14962,16441,14651,14909,15305,15607,14104,16895,15882,17028,16530,15882,17007,15298,20181,15448,13148,14127,17638,17661,14938,14991,14923,14686,14502,15669,15869,14492,14988,16836,14983,16378,14327,15512,17155,14126,16028,15708,14739,14973,15414,15309,15879,15138,16648
16512,14575,15909,14974,14345,16174,13913,17223,17150,15381,15922,17763,14693,16345,16247,14636,15481,15771,16079,14906,14947,15030,16524,14681,15777,19040,18052,17229,16264,14927,14658,14574,15168,14522,17141,15775,15825,16739,17366,16725,15985,16594,16576,16750,15211,15447,16851,15989,16339,14683,18001,13326,15933,16574,16146,14982,15023,16474,14721,14943,15307,15771,14196,17012,15936,17199,16582,15912,17057,15325,20347,15556,13203,14310,17730,17725,14976,15016,15037,14689,14899,15683,15878,14604,15048,16851,15090,16424,14541,15585,17155,14199,16112,15800,14768,14976,15454,15381,15959,15193,16712
16687,14589,15955,15011,14380,16223,13937,17313,17216,15402,16014,17887,14734,16363,16249,14637,15608,15954,16159,14923,15006,15114,16583,14734,15887,19111,18211,17332,16302,14929,14756,14576,15202,14564,17211,15787,15918,16772,17794,16829,16062,16594,16577,16806,15447,15462,16896,16009,16350,14705,18112,13368,15951,16627,16186,15054,15263,16539,14724,14980,15371,16155,14213,17054,16022,17337,16619,15940,17102,15398,20509,15637,13235,14455,17798,17802,15037,15071,15105,14712,15238,15772,15881,14667,15056,16920,15191,16543,14733,15652,17173,14314,16169,15868,14780,15048,15464,15481,16084,15269,16736
16829,14602,15986,15051,14492,16270,13962,17329,17306,15462,16071,18006,14747,16402,16272,14661,15698,16118,16257,14989,15057,15185,16613,14802,15961,19237,18425,17344,16340,14973,14826,14667,15248,14638,17217,15820,15975,16792,18165,16832,16063,16608,16590,16869,15672,15463,16932,16009,16376,14745,18241,13457,16084,16699,16349,15060,15459,16609,14733,15005,15379,16361,14261,17063,16124,17409,16669,15941,17196,15433,20630,15682,13260,14685,17925,17843,15094,15184,15118,14833,15509,15968,15920,14678,15057,17014,15320,16669,14895,15666,17199,14477,16188,15934,14797,15131,15542,15495,16167,15321,16766
16886,14620,16029,15107,14577,16283,14198,17677,17338,15523,16147,18021,14754,16407,16389,14715,15816,16240,16370,15110,15122,15286,16631,14851,15998,19323,18467,17346,16341,15004,14913,14709,15320,14655,17269,15838,15995,16796,18450,16906,16088,16630,16591,16934,15843,15476,16951,16071,16430,14752,18410,13620,16178,16742,16388,15105,15593,16673,14775,15038,15413,16477,14303,17111,16127,17476,16721,15965,17241,15471,20727,15735,13272,14838,18086,17920,15161,15210,15145,14917,15662,16134,16162,14722,15329,17104,15466,16783,14946,15667,17199,14574,16480,16028,14807,15201,15597,15503,16219,15353,16769
16926,14653,16061,15118,14653,16295,14364,17894,17366,15550,16180,18062,14798,16422,16512,14738,15967,16414,16488,15144,15186,15410,16670,14903,16006,19405,18505,17370,16342,15068,14923,14776,15346,14676,17291,15875,16000,16824,18669,16990,16103,16635,16632,17066,15988,15525,16963,16348,16463,14765,18528,13744,16231,16806,16474,15169,15707,16674,14829,15050,15469,16486,14342,17186,16163,17476,16811,16001,17249,15525,20795,15830,13317,15011,18257,18015,15174,15247,15172,14983,15756,16236,16377,14788,15552,17117,15569,16844,15028,15684,17210,14580,16714,16082,14813,15222,15638,15522,16278,15377,16778
16940,14669,16091,15167,14669,16352,14529,17972,17461,15621,16241,18124,14867,16455,16618,14755,16054,16583,16631,15179,15214,15455,16758,14986,16043,19463,18511,17379,16398,15134,14936,14854,15361,14688,17305,15887,16039,16853,18840,17093,16158,16653,16723,17253,16085,15530,16970,16539,16464,14782,18555,13916,16361,16899,16515,15223,15808,16720,14858,15081,15475,16493,14429,17276,16215,17497,16854,16046,17310,15561,20852,15935,13338,15292,18326,18088,15221,15286,15182,15030,15804,16254,16539,14877,15733,17151,15640,16869,15053,15701,17216,14594,16816,16100,14815,15246,15729,15594,16298,15420,16818
17141,14686,16140,15252,14677,16552,14633,18007,17582,15710,16253,18337,14953,16564,16655,14758,16149,16810,16787,15317,15227,15497,16873,15074,16067,19528,18520,17462,16418,15137,14955,14932,15420,14720,17327,15925,16051,16904,18965,17182,16193,16680,16808,17404,16186,15599,17040,16591,16502,14845,18643,14072,16544,17007,16551,15243,15860,16774,14876,15085,15511,16560,14491,17292,16256,17570,16881,16089,17317,15647,20917,15978,13405,15464,18344,18198,15238,15354,15182,15083,15857,16289,16657,14943,15858,17155,15719,16908,15082,15721,17292,14609,16845,16110,14846,15282,15786,15619,16351,15573,17057
17329,14722,16167,15359,14830,16714,14727,18043,17691,15803,16317,18472,15046,16642,17020,14759,16206,16897,16897,15423,15248,15534,16931,15173,16143,19805,18540,17503,16451,15153,14974,14937,15491,14779,17333,15936,16059,17022,18990,17227,16315,16689,16878,17590,16188,15633,17137,16595,16560,14921,18753,14136,16728,17154,16565,15277,15877,16829,15026,15133,15829,16624,14541,17380,16263,17694,16909,16111,17336,15694,20986,15981,13483,15544,18364,18228,15268,15371,15245,15106,15892,16301,16797,14994,15930,17175,15840,16981,15104,15741,17336,14663,16849,16119,14892,15288,15845,15641,16384,15693,17194
17449,15010,16186,15580,14901,16824,14776,18101,17746,15858,16391,18526,15154,16729,17318,14763,16234,16956,16945,15423,15517,15548,16957,15278,16233,19971,18566,17566,16464,15164,15012,14946,15521,14870,17376,15957,16194,17146,19013,17251,16493,16705,16965,17737,16529,15725,17198,16622,16597,15032,18834,14153,16855,17234,16582,15351,16065,16896,15125,15197,15944,16750,14636,17452,16269,17865,17000,16151,17409,15748,21006,16032,13559,15582,18444,18262,15290,15383,15246,15140,16335,16340,17010,15072,16050,17223,15940,17078,15315,15741,17402,14725,16937,16147,14949,15335,15857,15660,16438,15740,17276
17558,15196,16254,15601,14906,16877,14857,18161,17748,15869,16456,18578,15339,16788,17513,14808,16328,17018,16969,15471,15710,15681,17034,15370,16349,20037,18598,17646,16529,15202,15062,14986,15611,14962,17381,15974,16284,17233,19034,17252,16654,16729,17032,17897,16758,15844,17206,16669,16601,15044,18853,14273,16985,17263,16650,15435,16169,16918,15167,15345,15955,16852,14675,17464,16293,18000,17136,16210,17414,15834,21115,16058,13578,15644,18555,18295,15301,15423,15268,15173,16665,16396,17123,15084,16153,17250,16064,17170,15446,15743,17405,14841,17071,16157,14968,15393,15909,15661,16483,15764,17286
17647,15197,16327,15601,14918,16893,14888,18184,17766,15887,16537,18653,15536,16812,17612,14875,16428,17040,17011,15557,15851,15816,17132,15394,16472,20070,18655,17667,16585,15264,15079,15043,15693,15064,17442,15976,16329,17244,19037,17285,16772,16761,17041,18076,16932,15894,17241,16743,16626,15114,18899,14531,17006,17267,16769,15518,16244,17049,15190,15484,15980,16895,14762,17490,16298,18133,17199,16217,17434,15901,21211,16113,13605,15779,18653,18311,15330,15452,15288,15200,16903,16476,17205,15090,16241,17266,16222,17227,15536,15760,17493,14937,17204,16165,15057,15441,15947,15682,16514,15783,17289
17713,15270,16330,15627,14964,16987,15381,18215,17826,15905,16561,18686,15726,16860,17897,14883,16454,17071,17286,15624,15900,15865,17247,15457,16597,20094,18736,17678,16691,15300,15100,15072,15746,15165,17492,16164,16380,17252,19053,17357,16845,16816,17051,18221,17061,15922,17279,16806,16698,15150,18929,14714,17073,17352,16927,15811,16280,17190,15210,15581,16158,16963,14878,17581,16307,18239,17220,16234,17487,15964,21278,16183,13629,15844,18722,18716,15403,15609,15358,15291,17122,16529,17269,15116,16286,17285,16396,17285,15579,15806,17634,15040,17264,16185,15123,15441,15982,15724,16529,15803,17335
17747,15309,16406,15657,14988,17107,15762,18295,17892,15940,16612,18703,15824,16861,18077,14919,16491,17100,17472,15631,15934,15903,17327,15471,16713,20146,18865,17688,16820,15341,15180,15093,15758,15210,17530,16292,16431,17281,19070,17458,16890,16856,17058,18334,17138,16017,17281,16867,16744,15207,18961,14760,17220,17405,17028,16045,16336,17294,15287,15646,16205,16987,14952,17672,16311,18291,17222,16270,17511,15975,21295,16237,13638,15923,18724,18995,15484,15755,15457,15368,17306,16581,17358,15194,16326,17305,16563,17290,15615,15817,17811,15087,17275,16204,15178,15457,16005,15758,16535,15938,17449
17784,15342,16413,15693,15014,17250,15979,18345,18004,15953,16667,18708,15843,16926,18160,15051,16526,17145,17585,15632,15998,15969,17350,15504,16883,20183,18979,17826,16952,15358,15227,15195,15771,15212,17531,16404,16507,17314,19087,17605,16911,16887,17065,18462,17234,16108,17311,16926,16806,15292,19080,14782,17372,17428,17033,16181,16376,17395,15325,15717,16205,17029,15065,17737,16340,18308,17223,16340,17551,15994,21312,16277,13643,15946,18769,19182,15551,15860,15611,15456,17491,16613,17395,15212,16336,17376,16653,17333,15664,15861,17937,15131,17317,16256,15205,15461,16052,15800,16603,16060,17645
17798,15355,16413,15737,15057,17397,16234,18379,18040,16003,16743,18717,15872,17006,18175,15120,16581,17210,17652,15638,16045,15972,17411,15579,17040,20208,19063,18030,17076,15452,15299,15304,15801,15252,17568,16562,16630,17324,19126,17713,16915,16908,17098,18598,17292,16209,17322,16988,16887,15346,19266,14848,17481,17466,17142,16193,16458,17433,15379,15726,16291,17218,15143,17742,16383,18308,17232,16371,17594,16045,21334,16313,13668,15947,19088,19303,15677,15933,15745,15577,17626,16641,17405,15220,16338,17450,16690,17345,15724,15915,17993,15190,17334,16287,15266,15481,16061,15804,16612,16219,17766
17861,15357,16548,15749,15108,17469,16422,18419,18099,16086,16779,18736,15877,17076,18199,15153,16608,17219,17715,15692,16169,16019,17449,15599,17098,20235,19064,18087,17164,15566,15361,15409,15828,15270,17613,16735,16687,17340,19135,17767,16926,16947,17105,18750,17334,16283,17360,17056,17000,15401,19494,14888,17569,17565,17282,16206,16491,17477,15391,15827,16344,17257,15161,17760,16427,18355,17233,16444,17663,16096,21375,16577,13691,15983,19278,19441,15794,16001,15847,15664,17704,16715,17434,15270,16346,17484,16723,17678,15820,15953,18021,15221,17403,16288,15355,15530,16064,15832,16649,16299,17886
17958,15360,16676,15761,15242,17519,16478,18432,18186,16163,16820,18744,16009,17162,18218,15206,16634,17290,17753,15831,16296,16025,17471,15622,17119,20311,19123,18090,17213,15671,15519,15525,15904,15293,17649,16947,16720,17407,19188,17788,16957,16998,17149,18881,17449,16336,17382,17150,17159,15442,19643,14951,17628,17612,17348,16230,16541,17556,15393,15907,16389,17333,15201,17790,16451,18373,17253,16537,17894,16157,21676,16752,13700,16010,19345,19592,15863,16007,15972,15736,17732,16774,17454,15318,16375,17527,16751,17986,15912,15974,18031,15225,17425,16298,15501,15559,16094,15869,16691,16325,18088
18054,15412,17080,15770,15406,17557,16518,18435,18282,16246,16839,18747,16119,17285,18257,15250,16733,17390,17761,15985,16380,16032,17482,15647,17137,20340,19208,18111,17301,15689,15674,15557,16018,15320,17705,17091,16763,17482,19199,17865,16973,17056,17181,18969,17546,16346,17390,17257,17234,15479,19709,15000,17652,17617,17374,16284,16546,17644,15424,15912,16437,17455,15276,17793,16457,18399,17294,16694,18017,16209,21921,16870,13712,16033,19381,19726,16044,16048,15993,15759,17747,16843,17491,15384,16458,17585,16783,18134,15972,15992,18088,15261,17510,16312,15593,15617,16209,15938,16736,16347,18261
18141,15494,17373,15813,15541,17560,16603,18466,18334,16302,16886,18808,16177,17373,18282,15250,16804,17493,17805,16094,16389,16045,17514,15715,17186,20367,19237,18114,17388,15700,15834,15665,16135,15354,17727,17155,16785,17537,19207,17916,17035,17087,17194,19078,17619,16406,17404,17385,17242,15522,19738,15044,17705,17640,17422,16319,16548,17720,15442,15933,16454,17479,15308,17795,16495,18424,17354,16768,18083,16211,22061,17069,13739,16067,19442,19797,16286,16103,16070,15768,17760,16908,17520,15443,16519,17634,16788,18136,15993,16018,18144,15266,17661,16392,15675,15635,16319,16059,16761,16349,18426
18211,15589,17551,15905,15656,17611,16665,18510,18375,16380,16890,18879,16195,17432,18287,15327,16882,17559,17855,16126,16422,16197,17617,15888,17231,20419,19255,18180,17448,15725,15947,15734,16235,15360,17757,17163,16791,17567,19225,17989,17113,17291,17265,19193,17640,16491,17426,17484,17291,15592,19811,15098,17750,17649,17465,16390,16610,17746,15549,15950,16529,17497,15355,17888,16518,18478,17414,16789,18099,16233,22129,17211,13771,16083,19481,19855,16481,16167,16118,15769,17777,16910,17540,15486,16544,17717,16794,18267,16066,16021,18191,15279,17755,16506,15793,15668,16422,16203,16852,16371,18442
18269,15638,17738,15922,15727,17664,16764,18531,18404,16462,16902,18911,16200,17511,18289,15370,16945,17566,17859,16137,16534,16293,17729,15922,17309,20423,19336,18227,17472,15738,15999,15745,16337,15390,17764,17216,16805,17721,19261,18026,17151,17401,17303,19314,17645,16597,17462,17540,17359,15601,19895,15105,17813,17778,17512,16439,16646,17748,15651,15977,16597,17504,15481,17890,16533,18579,17445,16800,18157,16247,22209,17281,13777,16148,19490,19985,16626,16227,16183,15772,17814,16911,17574,15497,16601,17729,16887,18482,16445,16036,18240,15299,17883,16618,15944,15695,16463,16308,17071,16395,18508
18320,15680,17887,15952,15761,17669,16827,18654,18456,16492,16907,18935,16241,17645,18321,15390,16982,17604,17884,16152,16552,16340,17755,15944,17384,20438,19385,18320,17478,15746,16064,15772,16428,15396,17789,17304,16826,17835,19317,18036,17205,17441,17325,19426,17670,16702,17554,17913,17375,15655,19912,15110,17913,17834,17568,16536,16679,17789,15697,16049,16637,17537,15601,17904,16566,18702,17472,16818,18193,16471,22241,17285,13835,16168,19565,20081,16723,16286,16197,15810,17841,17003,17602,15531,16803,17762,17040,18547,16675,16086,18247,15351,17982,16684,16169,15708,16471,16390,17284,16465,18534
18363,15704,17961,16007,15794,17775,16835,18770,18474,16496,16922,18984,16251,17740,18377,15397,17106,17663,17950,16196,16554,16377,17793,15953,17459,20503,19418,18324,17540,15832,16096,15845,16492,15428,17813,17376,16867,17898,19420,18063,17231,17491,17376,19602,17681,16787,17554,18209,17384,15760,19921,15149,17970,17869,17640,16636,16717,17794,15765,16077,16666,17640,15678,17906,16620,18748,17544,16830,18243,16574,22353,17327,13948,16221,19694,20169,16743,16351,16238,15988,17882,17059,17649,15543,16926,17797,17210,18609,16848,16352,18267,15376,18045,16692,16324,15768,16510,16444,17401,16597,18575
18394,15726,17985,16046,16157,17898,16837,18934,18522,16576,16979,19067,16277,17877,18451,15409,17225,17721,18027,16273,16613,16531,17904,15983,17492,20564,19452,18357,17609,15907,16118,15960,16520,15431,17826,17397,16909,17943,19536,18074,17280,17566,17454,19734,17724,16965,17636,18357,17395,15876,19925,15220,18007,17921,17852,16697,16795,17815,15863,16358,16672,17746,15718,17911,16685,18778,17632,16913,18272,16675,22508,17347,14054,16250,19828,20388,16773,16452,16252,16061,17944,17066,17707,15558,16979,17834,17404,18725,17052,16464,18342,15392,18089,16767,16446,15892,16526,16511,17413,16712,18594
18541,15751,18006,16052,16378,17935,16852,19050,18631,16631,16983,19106,16326,18079,18502,15412,17293,17806,18116,16342,16648,16700,18040,16041,17506,20651,19469,18387,17672,15971,16166,16131,16563,15438,17866,17434,16919,17980,19635,18090,17356,17609,17492,19831,17750,17159,17733,18442,17417,15884,19985,15328,18014,17925,17967,16730,16826,17845,15927,16466,16712,17822,15733,17949,16707,18817,17692,16972,18291,16810,22677,17358,14135,16253,19863,20483,16844,16587,16284,16111,18008,17086,17744,15571,17063,17968,17566,18869,17140,16554,18464,15416,18139,16837,16558,15990,16539,16535,17438,16788,18620
18656,15753,18251,16102,16554,17945,16864,19103,18711,16681,17036,19116,16461,18215,18529,15455,17319,17853,18158,16358,16649,16832,18153,16095,17531,20735,19537,18405,17763,16133,16200,16272,16625,15472,17871,17508,17007,18009,19783,18122,17439,17636,17507,19897,17767,17326,17797,18457,17423,15946,20133,15459,18071,17949,18032,16757,16839,17857,15931,16482,16773,17840,15766,17979,16734,18882,17702,16979,18454,16899,22796,17408,14160,16281,19948,20557,16859,16688,16400,16138,18242,17120,17779,15614,17201,18102,17696,18951,17148,16589,18512,15436,18164,16911,16664,16055,16589,16583,17450,16830,18635
18667,15772,18330,16177,16614,17974,16919,19111,18722,16732,17126,19147,16568,18299,18544,15518,17340,17891,18239,16375,16649,16923,18197,16137,17548,20800,19593,18413,17773,16205,16277,16417,16683,15532,17964,17570,17137,18025,19879,18344,17552,17642,17609,19947,17771,17459,17800,18490,17428,16016,20235,15528,18090,17979,18119,16828,16956,18036,15937,16559,16825,17878,15786,17988,16767,18950,17766,16989,18625,16963,22843,17413,14180,16470,20029,20589,16959,16809,16550,16158,18406,17185,17851,15624,17306,18255,17825,19074,17184,16660,18546,15451,18206,16933,16741,16095,16630,16585,17462,16837,18673
18703,15806,18333,16236,16636,17998,16973,19156,18812,16744,17209,19168,16633,18350,18544,15648,17356,17921,18282,16397,16659,16924,18207,16177,17589,20831,19622,18432,17779,16218,16351,16487,16778,15554,17995,17593,17292,18044,19881,18487,17628,17652,17765,20016,17780,17464,17859,18494,17515,16065,20297,15546,18124,17983,18185,17008,16973,18193,15990,16637,16916,17945,15809,18038,16885,19008,17843,17059,18751,17005,22848,17423,14229,16624,20098,20689,17107,16950,16740,16213,18522,17238,17886,15643,17399,18388,17937,19128,17241,16738,18558,15469,18279,16988,16833,16119,16707,16632,17467,16889,18685
18725,15880,18391,16241,16648,18017,17047,19181,18844,16761,17315,19212,16688,18463,18592,15767,17459,17941,18308,16403,16708,16963,18223,16201,17647,20902,19649,18439,17815,16310,16418,16488,16904,15571,18055,17603,17389,18103,19980,18508,17641,17664,17859,20080,17834,17488,17916,18510,17571,16075,20339,15571,18162,17993,18252,17148,17089,18275,16019,16709,17171,18009,15814,18079,17015,19083,17862,17089,18837,17038,22868,17500,14340,16747,20111,20807,17248,17117,16903,16236,18604,17313,17911,15656,17486,18495,18050,19156,17275,16754,18578,15533,18455,17085,16881,16317,16752,16695,17499,16897,18776
18946,15963,18466,16261,16659,18060,17111,19209,19046,16788,17389,19214,16702,18555,18672,15884,17514,17951,18327,16412,16714,17022,18248,16208,17732,20949,19653,18454,17850,16435,16449,16509,17031,15573,18065,17912,17414,18166,20082,18532,17651,17686,17918,20102,17901,17525,18000,18540,17632,16131,20391,15610,18325,18022,18279,17296,17129,18405,16072,16812,17397,18092,15831,18142,17064,19109,17872,17099,18898,17086,22882,17503,14484,16837,20171,20969,17329,17285,17019,16316,18656,17339,18020,15737,17579,18580,18155,19211,17290,16809,18626,15674,18590,17168,16965,16383,16764,16904,17560,16902,18893
19059,16009,18479,16274,16691,18075,17122,19279,19234,16818,17456,19214,16784,18659,18784,15934,17620,17989,18343,16415,16837,17092,18251,16226,17767,21086,19666,18590,17946,16558,16509,16568,17088,15636,18122,18139,17443,18264,20189,18580,17669,17721,17946,20107,17904,17608,18106,18541,17764,16209,20417,15674,18386,18083,18319,17407,17195,18524,16170,16838,17519,18184,15874,18222,17101,19187,17872,17135,18941,17129,22914,17524,14626,16942,20221,21058,17436,17372,17161,16396,18685,17362,18155,15808,17730,18615,18247,19306,17293,16948,18723,15811,18600,17210,17066,16468,16785,17071,17701,16914,19072
19112,16030,18497,16275,16695,18105,17126,19354,19308,16894,17501,19224,16871,18741,18906,15962,17721,18056,18400,16727,16925,17145,18294,16261,17802,21203,19686,18655,18056,16640,16581,16677,17137,15736,18227,18250,17745,18342,20244,18626,17691,17749,18003,20113,17920,17692,18181,18617,17915,16261,20510,15758,18428,18153,18344,17546,17251,18627,16255,16840,17653,18244,15922,18222,17133,19245,17946,17159,19004,17161,22924,17527,14731,17032,20281,21139,17489,17398,17195,16477,18704,17373,18177,15860,17891,18658,18337,19384,17309,17125,18990,15882,18613,17257,17166,16581,16809,17150,17766,16937,19192
